id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
304,married,sometimes,yes,5.0,private,5 - 10,female,group C,associate's degree,standard,completed,74,75,83
305,divorced,sometimes,no,1.0,,< 5,male,group A,some college,standard,none,69,67,69
306,single,sometimes,yes,3.0,school_bus,5 - 10,male,group E,some college,standard,completed,99,87,81
307,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,some high school,standard,none,51,52,44
308,married,regularly,yes,2.0,school_bus,> 10,female,group B,associate's degree,free/reduced,none,53,71,67
309,married,sometimes,yes,5.0,school_bus,5 - 10,female,group D,high school,free/reduced,none,49,57,52
310,married,sometimes,yes,2.0,school_bus,< 5,female,group B,associate's degree,standard,none,73,76,80
311,single,regularly,yes,,school_bus,< 5,male,group B,bachelor's degree,standard,none,66,60,57
312,,sometimes,no,3.0,private,< 5,male,group D,bachelor's degree,standard,completed,67,61,68
313,married,never,no,3.0,school_bus,> 10,female,group C,associate's degree,free/reduced,completed,68,67,69
314,single,sometimes,yes,1.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,completed,59,64,75
315,,sometimes,yes,1.0,,,male,group C,high school,standard,none,71,66,65
316,married,regularly,yes,2.0,,5 - 10,female,group D,master's degree,standard,completed,77,82,91
317,married,regularly,no,,private,5 - 10,male,group C,associate's degree,standard,none,83,72,78
318,single,regularly,yes,2.0,,5 - 10,male,group B,bachelor's degree,standard,none,63,71,69
319,single,sometimes,no,3.0,school_bus,< 5,female,group D,associate's degree,free/reduced,none,56,65,63
320,married,sometimes,yes,3.0,school_bus,5 - 10,female,group C,high school,free/reduced,completed,67,79,84
321,married,regularly,yes,1.0,school_bus,> 10,female,group E,high school,standard,none,75,86,79
322,married,regularly,yes,0.0,,5 - 10,female,group C,some college,standard,none,71,81,80
323,single,sometimes,yes,1.0,school_bus,< 5,female,group C,some high school,free/reduced,none,43,53,53
324,single,sometimes,yes,3.0,private,< 5,female,group C,high school,free/reduced,none,41,46,43
325,,regularly,yes,2.0,school_bus,< 5,female,group C,some college,standard,none,82,90,94
326,married,sometimes,yes,4.0,private,5 - 10,male,group C,some college,standard,none,61,61,62
327,married,sometimes,no,2.0,school_bus,5 - 10,male,group A,some college,free/reduced,none,28,23,19
328,married,regularly,yes,0.0,,< 5,male,group C,associate's degree,standard,completed,82,75,77
329,divorced,regularly,yes,2.0,private,> 10,female,group B,some high school,standard,none,41,55,51
330,married,sometimes,yes,0.0,private,5 - 10,male,group C,high school,standard,none,71,60,61
331,married,,no,4.0,school_bus,> 10,male,group C,associate's degree,standard,none,47,37,35
332,married,sometimes,no,1.0,school_bus,< 5,male,group E,associate's degree,standard,completed,62,56,53
333,married,regularly,no,1.0,private,< 5,male,group B,associate's degree,standard,none,90,78,81
334,married,never,yes,2.0,,< 5,female,group C,bachelor's degree,standard,none,83,93,95
335,single,regularly,no,3.0,school_bus,> 10,female,group B,some college,free/reduced,none,61,68,66
336,married,sometimes,no,2.0,private,5 - 10,male,group D,some high school,standard,completed,76,70,69
337,married,sometimes,yes,1.0,private,< 5,male,group C,associate's degree,standard,none,49,51,43
338,divorced,sometimes,no,1.0,private,< 5,female,group B,some high school,free/reduced,none,24,38,27
339,married,never,yes,1.0,school_bus,5 - 10,female,group D,some high school,free/reduced,completed,35,55,60
340,single,regularly,yes,3.0,private,5 - 10,male,group C,high school,free/reduced,none,58,61,52
341,single,regularly,no,2.0,private,5 - 10,female,group C,high school,standard,none,61,73,63
342,single,sometimes,no,3.0,school_bus,< 5,female,group B,high school,standard,completed,69,76,74
343,divorced,regularly,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,standard,completed,67,72,67
344,married,regularly,no,2.0,private,> 10,male,group D,some college,standard,none,79,73,67
345,married,sometimes,yes,2.0,,5 - 10,female,group C,high school,standard,none,72,80,75
346,married,regularly,,3.0,private,> 10,male,group B,some college,standard,none,62,61,57
347,single,sometimes,yes,2.0,private,5 - 10,female,group C,bachelor's degree,standard,completed,77,94,95
348,single,regularly,yes,5.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,75,74,66
349,married,regularly,yes,3.0,private,5 - 10,male,group E,associate's degree,standard,none,87,74,76
350,single,sometimes,no,4.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,none,52,65,69
351,single,sometimes,yes,0.0,private,> 10,male,group E,some college,standard,none,66,57,52
352,married,sometimes,yes,1.0,private,> 10,female,group C,some college,standard,completed,63,78,80
353,married,sometimes,yes,0.0,,> 10,female,group C,associate's degree,standard,none,46,58,57
354,single,sometimes,no,2.0,school_bus,> 10,female,group C,some college,standard,none,59,71,70
355,single,sometimes,yes,,private,5 - 10,female,group B,bachelor's degree,standard,none,61,72,70
356,single,sometimes,no,1.0,private,> 10,male,group A,associate's degree,standard,none,63,61,61
357,married,regularly,yes,1.0,private,5 - 10,female,group C,some college,free/reduced,completed,42,66,69
358,single,sometimes,yes,1.0,school_bus,5 - 10,male,group D,some college,free/reduced,none,59,62,61
359,divorced,sometimes,yes,0.0,private,< 5,female,group D,some college,standard,none,80,90,89
360,married,sometimes,no,2.0,,5 - 10,female,group B,high school,standard,none,58,62,59
361,divorced,regularly,yes,3.0,private,> 10,male,group B,some high school,standard,completed,85,84,78
362,divorced,never,no,5.0,private,5 - 10,female,group C,some college,standard,none,52,58,58
363,divorced,regularly,yes,2.0,private,5 - 10,female,group D,some high school,free/reduced,none,27,34,32
364,single,sometimes,yes,0.0,school_bus,< 5,male,group C,some college,standard,none,59,60,58
365,widowed,regularly,yes,4.0,school_bus,5 - 10,male,group A,bachelor's degree,free/reduced,completed,49,58,60
366,single,sometimes,yes,3.0,private,5 - 10,male,group C,high school,standard,completed,69,58,53
367,married,sometimes,no,1.0,school_bus,< 5,male,group C,bachelor's degree,free/reduced,none,61,66,61
368,single,regularly,yes,0.0,private,5 - 10,female,group A,some high school,free/reduced,none,44,64,58
369,single,sometimes,no,3.0,private,< 5,female,group D,some high school,standard,none,73,84,85
370,married,sometimes,yes,3.0,school_bus,> 10,male,group E,some college,standard,none,84,77,71
371,divorced,regularly,yes,4.0,private,> 10,female,group C,some college,free/reduced,completed,45,73,70
372,single,sometimes,no,,school_bus,5 - 10,male,group D,some high school,standard,none,74,74,72
373,married,never,no,5.0,school_bus,5 - 10,female,group D,some college,standard,completed,82,97,96
374,single,regularly,yes,0.0,school_bus,< 5,female,group D,bachelor's degree,standard,none,59,70,73
375,single,never,no,4.0,private,< 5,male,group E,associate's degree,free/reduced,none,46,43,41
376,married,regularly,yes,3.0,private,5 - 10,female,group D,some high school,standard,none,80,90,82
377,married,sometimes,no,1.0,school_bus,,female,group D,master's degree,free/reduced,completed,85,95,100
378,married,regularly,no,2.0,school_bus,> 10,female,group A,some high school,standard,none,71,83,77
379,single,sometimes,yes,4.0,private,5 - 10,male,group A,bachelor's degree,standard,none,66,64,62
380,single,regularly,yes,0.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,80,86,83
381,married,regularly,yes,,,< 5,male,group C,associate's degree,standard,completed,87,100,95
382,married,regularly,no,3.0,school_bus,> 10,male,group C,master's degree,free/reduced,none,79,81,71
383,married,regularly,yes,3.0,school_bus,5 - 10,female,group E,some high school,free/reduced,none,38,49,45
384,divorced,sometimes,no,2.0,school_bus,5 - 10,female,group A,some high school,free/reduced,none,38,43,43
385,widowed,never,no,5.0,school_bus,> 10,female,group E,some college,standard,none,67,76,75
386,,regularly,yes,2.0,private,5 - 10,female,group E,bachelor's degree,standard,none,64,73,70
387,widowed,regularly,yes,4.0,school_bus,5 - 10,female,group C,associate's degree,free/reduced,none,57,78,67
388,married,sometimes,yes,3.0,private,,female,group D,high school,standard,none,62,64,64
389,married,regularly,yes,3.0,school_bus,5 - 10,male,group D,master's degree,standard,none,73,70,75
390,single,regularly,no,3.0,private,5 - 10,male,group E,some high school,free/reduced,completed,73,67,59
391,married,sometimes,yes,3.0,private,< 5,female,group D,some college,standard,none,77,68,77
392,married,sometimes,yes,3.0,,< 5,male,group E,some college,standard,none,76,67,67
393,married,regularly,no,4.0,private,5 - 10,male,group C,associate's degree,standard,completed,57,54,56
394,married,sometimes,no,3.0,private,5 - 10,female,group C,some high school,standard,completed,65,74,77
395,married,regularly,no,2.0,,< 5,male,group A,high school,free/reduced,none,48,45,41
396,divorced,never,yes,0.0,private,> 10,female,group B,high school,free/reduced,none,50,67,63
397,married,sometimes,yes,0.0,,< 5,female,group C,associate's degree,standard,none,85,89,95
398,married,,no,2.0,private,5 - 10,male,group B,some high school,standard,none,74,63,57
399,single,sometimes,yes,3.0,school_bus,< 5,male,group D,some high school,standard,none,60,59,54
400,married,regularly,yes,2.0,school_bus,5 - 10,female,group C,some high school,standard,completed,59,54,67
401,single,regularly,yes,0.0,private,5 - 10,male,group A,some college,standard,none,53,43,43
402,single,sometimes,yes,1.0,private,,female,group A,some college,free/reduced,none,49,65,55
403,married,sometimes,no,3.0,school_bus,> 10,female,group D,high school,standard,completed,88,99,100
404,married,sometimes,,1.0,private,< 5,female,group C,high school,standard,none,54,59,62
405,single,sometimes,yes,3.0,school_bus,,female,group C,some high school,standard,none,63,73,68
406,single,never,yes,4.0,school_bus,< 5,male,group B,associate's degree,standard,completed,65,65,63
407,divorced,sometimes,no,,school_bus,< 5,female,group B,associate's degree,standard,none,82,80,77
408,married,sometimes,no,1.0,,> 10,female,group D,high school,free/reduced,completed,52,57,56
409,married,sometimes,no,7.0,private,5 - 10,male,group D,associate's degree,standard,completed,87,84,85
410,married,regularly,yes,3.0,school_bus,5 - 10,female,group D,master's degree,standard,completed,70,71,74
411,divorced,sometimes,yes,1.0,private,5 - 10,male,group E,some college,standard,completed,84,83,78
412,single,regularly,yes,0.0,school_bus,< 5,male,group D,associate's degree,standard,none,71,66,60
413,married,sometimes,,0.0,school_bus,5 - 10,male,group B,some high school,standard,completed,63,67,67
414,single,regularly,no,1.0,school_bus,5 - 10,female,group C,bachelor's degree,free/reduced,completed,51,72,79
415,married,sometimes,yes,2.0,,,male,group E,high school,standard,none,84,73,69
416,married,sometimes,yes,2.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,completed,71,74,68
417,,sometimes,no,1.0,school_bus,< 5,male,group C,associate's degree,standard,none,74,73,67
418,married,sometimes,yes,0.0,school_bus,5 - 10,male,group D,some college,standard,none,68,59,62
419,divorced,regularly,,3.0,,5 - 10,male,group E,high school,free/reduced,completed,57,56,54
420,,regularly,yes,1.0,school_bus,> 10,female,group C,associate's degree,free/reduced,completed,82,93,93
421,single,regularly,yes,2.0,school_bus,> 10,female,group D,high school,standard,completed,57,58,64
422,widowed,regularly,yes,4.0,school_bus,5 - 10,female,group D,master's degree,free/reduced,completed,47,58,67
423,single,regularly,yes,,school_bus,5 - 10,female,group A,some high school,standard,completed,59,85,80
424,divorced,sometimes,yes,3.0,private,5 - 10,male,group B,some college,free/reduced,none,41,39,34
425,married,sometimes,,5.0,school_bus,5 - 10,female,group C,some college,free/reduced,none,62,67,62
426,married,regularly,no,1.0,school_bus,> 10,male,group C,bachelor's degree,standard,none,86,83,86
427,married,never,yes,3.0,private,> 10,male,group C,some high school,free/reduced,none,69,71,65
428,,regularly,yes,3.0,private,5 - 10,male,group A,some high school,free/reduced,none,65,59,53
429,married,sometimes,yes,0.0,school_bus,5 - 10,male,group C,some high school,free/reduced,none,68,63,54
430,divorced,sometimes,no,3.0,school_bus,5 - 10,male,group C,associate's degree,free/reduced,none,64,66,59
431,single,regularly,yes,1.0,,5 - 10,female,group C,high school,standard,none,61,72,70
432,married,regularly,,2.0,school_bus,,male,group C,high school,standard,none,61,56,55
433,married,sometimes,no,4.0,,5 - 10,female,group A,some high school,free/reduced,none,47,59,50
434,married,regularly,no,1.0,private,< 5,male,group C,some high school,standard,none,73,66,66
435,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,some college,free/reduced,completed,50,48,53
436,divorced,never,no,1.0,private,5 - 10,male,group D,associate's degree,standard,none,75,68,64
437,widowed,sometimes,yes,4.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,none,75,66,73
438,divorced,sometimes,yes,,private,5 - 10,male,group C,high school,standard,none,70,56,51
439,married,sometimes,no,4.0,,5 - 10,male,group D,some high school,standard,completed,89,88,82
440,divorced,sometimes,no,1.0,school_bus,> 10,female,group C,some college,standard,completed,67,81,79
441,married,regularly,no,7.0,school_bus,> 10,female,group D,high school,standard,none,78,81,80
442,single,regularly,yes,3.0,private,5 - 10,female,group A,some high school,free/reduced,none,59,73,69
443,married,regularly,yes,2.0,private,5 - 10,female,group B,associate's degree,standard,none,73,83,76
444,divorced,sometimes,no,1.0,private,5 - 10,male,group A,some high school,free/reduced,none,79,82,73
445,married,regularly,yes,0.0,private,< 5,female,group C,some high school,standard,completed,67,74,77
446,married,sometimes,yes,4.0,school_bus,5 - 10,male,group D,some college,free/reduced,none,69,66,60
447,married,sometimes,no,5.0,private,> 10,male,group C,high school,standard,completed,86,81,80
448,single,sometimes,yes,2.0,private,5 - 10,male,group B,high school,standard,none,47,46,42
449,,sometimes,yes,3.0,,> 10,male,group B,associate's degree,standard,none,81,73,72
450,single,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some college,free/reduced,completed,64,85,85
451,married,sometimes,no,1.0,school_bus,5 - 10,female,group E,some college,standard,none,100,92,97
452,single,never,yes,1.0,private,5 - 10,female,group C,associate's degree,free/reduced,none,65,77,74
453,single,sometimes,yes,4.0,school_bus,> 10,male,group C,some college,free/reduced,none,65,58,49
454,married,sometimes,yes,1.0,private,5 - 10,female,group C,associate's degree,free/reduced,none,53,61,62
455,married,sometimes,yes,3.0,school_bus,5 - 10,male,group C,bachelor's degree,free/reduced,none,37,56,47
