id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
594,divorced,never,yes,1.0,school_bus,5 - 10
595,divorced,sometimes,no,1.0,school_bus,
596,married,regularly,no,2.0,school_bus,5 - 10
597,married,regularly,yes,0.0,school_bus,5 - 10
598,single,never,yes,1.0,private,5 - 10
599,widowed,regularly,yes,2.0,private,5 - 10
600,married,sometimes,yes,2.0,school_bus,> 10
601,married,sometimes,no,5.0,school_bus,5 - 10
602,married,sometimes,yes,0.0,school_bus,5 - 10
603,single,never,,2.0,private,< 5
604,married,regularly,yes,2.0,private,5 - 10
605,single,never,yes,2.0,school_bus,5 - 10
606,single,sometimes,no,3.0,school_bus,> 10
607,,sometimes,yes,1.0,school_bus,> 10
608,married,never,yes,2.0,private,< 5
609,single,regularly,yes,,private,5 - 10
610,single,sometimes,yes,1.0,school_bus,< 5
611,married,never,yes,1.0,school_bus,5 - 10
612,married,regularly,yes,4.0,school_bus,> 10
613,single,sometimes,yes,2.0,private,< 5
614,single,regularly,yes,2.0,private,5 - 10
615,divorced,never,yes,,private,5 - 10
616,single,sometimes,yes,3.0,,> 10
617,married,regularly,yes,7.0,private,5 - 10
618,married,sometimes,yes,2.0,school_bus,< 5
619,single,sometimes,no,2.0,school_bus,5 - 10
620,divorced,sometimes,yes,1.0,school_bus,5 - 10
621,married,sometimes,no,1.0,school_bus,
622,married,sometimes,no,5.0,school_bus,> 10
623,married,sometimes,no,1.0,school_bus,> 10
624,married,,yes,3.0,school_bus,5 - 10
625,divorced,sometimes,yes,4.0,private,5 - 10
626,married,never,no,2.0,,5 - 10
627,divorced,regularly,yes,2.0,private,< 5
628,,sometimes,yes,5.0,school_bus,5 - 10
629,married,regularly,yes,1.0,private,
630,single,sometimes,no,2.0,,5 - 10
631,married,sometimes,yes,2.0,school_bus,5 - 10
632,married,sometimes,no,4.0,school_bus,< 5
633,single,regularly,yes,5.0,,5 - 10
634,single,sometimes,yes,3.0,private,5 - 10
635,married,never,no,2.0,school_bus,< 5
636,married,sometimes,yes,0.0,school_bus,< 5
637,married,regularly,yes,1.0,private,5 - 10
638,married,sometimes,no,2.0,private,5 - 10
639,divorced,regularly,yes,2.0,private,5 - 10
640,married,sometimes,yes,2.0,,5 - 10
641,divorced,sometimes,yes,,school_bus,5 - 10
642,single,sometimes,no,1.0,school_bus,> 10
643,married,regularly,yes,1.0,,5 - 10
644,divorced,sometimes,yes,3.0,school_bus,5 - 10
645,divorced,regularly,yes,6.0,school_bus,< 5
646,divorced,regularly,yes,2.0,school_bus,5 - 10
647,divorced,regularly,yes,2.0,private,5 - 10
648,married,regularly,yes,1.0,school_bus,< 5
649,single,sometimes,yes,2.0,school_bus,> 10
650,single,sometimes,yes,0.0,school_bus,5 - 10
651,divorced,regularly,yes,2.0,school_bus,> 10
652,divorced,sometimes,yes,2.0,school_bus,5 - 10
653,married,sometimes,yes,3.0,private,5 - 10
654,married,never,yes,5.0,school_bus,5 - 10
655,married,sometimes,no,1.0,private,< 5
656,divorced,sometimes,yes,0.0,private,> 10
657,married,regularly,yes,2.0,school_bus,5 - 10
658,single,sometimes,yes,1.0,school_bus,5 - 10
659,married,,no,2.0,school_bus,> 10
660,married,sometimes,yes,1.0,school_bus,< 5
661,,sometimes,no,3.0,private,< 5
662,married,sometimes,yes,2.0,school_bus,5 - 10
663,divorced,never,yes,3.0,private,5 - 10
664,single,regularly,yes,4.0,school_bus,5 - 10
665,married,never,no,2.0,school_bus,
666,married,regularly,yes,,school_bus,< 5
667,married,never,yes,2.0,private,5 - 10
668,married,sometimes,yes,3.0,school_bus,< 5
669,single,regularly,yes,2.0,school_bus,5 - 10
670,married,regularly,yes,2.0,private,5 - 10
671,married,sometimes,yes,3.0,private,5 - 10
672,married,never,yes,2.0,school_bus,< 5
673,divorced,sometimes,yes,0.0,school_bus,5 - 10
674,divorced,sometimes,yes,0.0,,5 - 10
675,divorced,sometimes,yes,2.0,school_bus,5 - 10
676,married,sometimes,yes,3.0,school_bus,5 - 10
677,divorced,sometimes,no,1.0,school_bus,< 5
678,married,regularly,no,1.0,school_bus,> 10
679,married,regularly,yes,0.0,private,< 5
680,divorced,never,yes,1.0,,< 5
681,single,sometimes,yes,4.0,private,5 - 10
682,widowed,regularly,yes,3.0,,5 - 10
683,divorced,never,,0.0,school_bus,< 5
684,married,regularly,no,2.0,private,5 - 10
685,married,regularly,yes,1.0,school_bus,5 - 10
686,single,regularly,yes,2.0,school_bus,< 5
687,married,regularly,no,2.0,school_bus,5 - 10
688,divorced,sometimes,yes,4.0,school_bus,> 10
689,married,never,yes,4.0,,< 5
690,single,sometimes,yes,3.0,school_bus,> 10
691,married,regularly,yes,0.0,school_bus,5 - 10
692,single,sometimes,yes,1.0,private,< 5
693,single,regularly,no,3.0,private,< 5
694,divorced,sometimes,yes,5.0,private,< 5
695,divorced,sometimes,,0.0,,< 5
696,married,never,yes,2.0,private,> 10
697,divorced,sometimes,yes,,,5 - 10
698,married,never,yes,1.0,school_bus,> 10
699,married,sometimes,no,5.0,private,< 5
700,married,regularly,yes,0.0,,5 - 10
701,married,sometimes,no,6.0,school_bus,5 - 10
702,married,,no,2.0,school_bus,5 - 10
703,married,regularly,yes,0.0,private,5 - 10
704,married,never,yes,2.0,,> 10
705,married,sometimes,yes,1.0,school_bus,5 - 10
706,married,sometimes,yes,4.0,private,5 - 10
707,married,sometimes,yes,4.0,school_bus,5 - 10
708,married,regularly,yes,2.0,private,5 - 10
709,,regularly,no,4.0,private,< 5
710,married,regularly,yes,1.0,,5 - 10
711,married,sometimes,yes,1.0,school_bus,5 - 10
712,married,sometimes,no,4.0,school_bus,5 - 10
713,married,sometimes,yes,4.0,school_bus,5 - 10
714,married,sometimes,no,2.0,school_bus,
715,,never,yes,1.0,private,> 10
716,single,never,yes,1.0,private,
717,married,sometimes,no,1.0,private,5 - 10
718,single,regularly,yes,4.0,school_bus,5 - 10
719,married,sometimes,yes,4.0,school_bus,> 10
720,married,sometimes,no,2.0,private,> 10
721,married,sometimes,no,,,5 - 10
722,married,regularly,yes,5.0,private,5 - 10
723,,sometimes,yes,1.0,school_bus,5 - 10
724,married,sometimes,yes,1.0,school_bus,5 - 10
725,,sometimes,yes,1.0,school_bus,5 - 10
726,single,never,no,4.0,school_bus,5 - 10
727,divorced,never,yes,2.0,private,5 - 10
728,married,sometimes,yes,0.0,school_bus,5 - 10
729,married,sometimes,yes,0.0,school_bus,5 - 10
730,widowed,regularly,yes,1.0,,< 5
731,single,sometimes,yes,0.0,school_bus,5 - 10
732,married,never,yes,1.0,private,> 10
733,,never,yes,1.0,school_bus,5 - 10
734,,sometimes,yes,0.0,private,< 5
735,married,regularly,yes,3.0,school_bus,> 10
736,married,never,yes,0.0,school_bus,< 5
737,married,sometimes,yes,3.0,school_bus,5 - 10
738,single,never,no,3.0,school_bus,5 - 10
739,married,regularly,yes,4.0,private,< 5
740,single,regularly,no,1.0,private,< 5
741,single,regularly,no,4.0,private,5 - 10
742,married,sometimes,yes,,,> 10
743,widowed,regularly,no,1.0,school_bus,5 - 10
744,,regularly,no,2.0,school_bus,5 - 10
745,married,sometimes,yes,1.0,school_bus,< 5
746,married,sometimes,no,4.0,school_bus,5 - 10
747,married,sometimes,yes,4.0,school_bus,5 - 10
748,married,sometimes,no,3.0,school_bus,< 5
749,married,sometimes,no,2.0,private,5 - 10
750,married,regularly,yes,1.0,school_bus,5 - 10
751,single,regularly,no,4.0,private,< 5
752,single,regularly,yes,1.0,school_bus,5 - 10
753,married,sometimes,yes,3.0,private,5 - 10
754,,sometimes,yes,,private,> 10
755,divorced,regularly,yes,2.0,school_bus,> 10
756,married,regularly,yes,0.0,school_bus,< 5
757,married,never,no,1.0,private,< 5
758,widowed,regularly,yes,1.0,school_bus,5 - 10
759,divorced,regularly,no,3.0,private,5 - 10
760,divorced,sometimes,yes,0.0,private,5 - 10
761,married,sometimes,yes,0.0,school_bus,5 - 10
762,married,sometimes,no,4.0,private,5 - 10
763,married,never,yes,,school_bus,5 - 10
764,,,no,2.0,,5 - 10
765,married,regularly,yes,1.0,school_bus,5 - 10
766,,never,yes,3.0,school_bus,5 - 10
767,divorced,sometimes,yes,3.0,,< 5
768,single,sometimes,yes,2.0,school_bus,< 5
769,divorced,sometimes,no,4.0,,> 10
770,married,sometimes,yes,5.0,private,5 - 10
771,married,sometimes,yes,3.0,school_bus,5 - 10
772,married,sometimes,no,1.0,private,5 - 10
773,single,sometimes,yes,1.0,school_bus,> 10
774,married,regularly,yes,3.0,school_bus,< 5
775,married,sometimes,yes,2.0,school_bus,> 10
776,married,sometimes,yes,,school_bus,> 10
777,married,regularly,no,2.0,,5 - 10
778,married,regularly,yes,0.0,school_bus,5 - 10
779,,sometimes,yes,1.0,private,5 - 10
780,married,sometimes,no,3.0,private,< 5
781,divorced,,yes,3.0,school_bus,5 - 10
782,married,regularly,yes,1.0,private,5 - 10
783,widowed,sometimes,no,3.0,private,> 10
784,single,regularly,,0.0,school_bus,< 5
785,,sometimes,yes,3.0,school_bus,5 - 10
786,married,regularly,yes,2.0,school_bus,< 5
787,married,regularly,yes,0.0,school_bus,< 5
788,single,regularly,yes,3.0,school_bus,> 10
789,married,regularly,,,school_bus,5 - 10
790,divorced,never,yes,1.0,school_bus,> 10
791,single,regularly,yes,2.0,school_bus,5 - 10
792,single,regularly,yes,2.0,school_bus,5 - 10
793,single,regularly,no,3.0,private,> 10
794,married,regularly,yes,6.0,school_bus,> 10
795,divorced,regularly,yes,1.0,school_bus,< 5
796,divorced,sometimes,yes,4.0,school_bus,5 - 10
797,married,regularly,yes,0.0,school_bus,5 - 10
798,married,sometimes,no,2.0,private,> 10
799,single,sometimes,yes,2.0,school_bus,> 10
800,single,regularly,yes,0.0,school_bus,< 5
801,divorced,sometimes,yes,1.0,private,< 5
802,married,sometimes,yes,7.0,private,5 - 10
803,married,regularly,no,4.0,private,5 - 10
804,single,regularly,yes,0.0,school_bus,5 - 10
805,married,never,yes,2.0,,5 - 10
806,married,sometimes,yes,3.0,private,< 5
807,married,regularly,no,1.0,,< 5
808,married,never,no,2.0,private,< 5
809,,sometimes,yes,2.0,school_bus,5 - 10
810,married,regularly,yes,0.0,private,< 5
811,married,regularly,no,1.0,school_bus,5 - 10
812,married,regularly,no,2.0,private,5 - 10
813,divorced,regularly,,3.0,school_bus,5 - 10
814,married,sometimes,yes,3.0,school_bus,5 - 10
815,divorced,never,yes,,school_bus,5 - 10
816,married,sometimes,yes,4.0,school_bus,> 10
817,single,sometimes,no,2.0,private,< 5
818,single,regularly,yes,1.0,private,< 5
819,married,regularly,yes,3.0,school_bus,5 - 10
820,married,never,no,3.0,school_bus,5 - 10
821,divorced,regularly,no,1.0,,< 5
822,married,sometimes,yes,3.0,school_bus,> 10
823,married,regularly,,2.0,school_bus,> 10
824,married,sometimes,yes,1.0,school_bus,5 - 10
825,married,sometimes,yes,1.0,private,5 - 10
826,married,never,yes,1.0,school_bus,< 5
827,married,sometimes,yes,3.0,private,< 5
828,married,sometimes,no,7.0,school_bus,5 - 10
829,married,sometimes,yes,3.0,school_bus,5 - 10
830,married,sometimes,yes,2.0,private,5 - 10
831,single,regularly,no,3.0,private,
832,married,sometimes,no,3.0,school_bus,5 - 10
833,married,sometimes,yes,3.0,school_bus,< 5
834,single,regularly,no,3.0,school_bus,< 5
835,married,regularly,yes,5.0,private,> 10
836,married,sometimes,yes,1.0,school_bus,> 10
837,single,never,yes,0.0,,< 5
838,married,sometimes,no,,school_bus,5 - 10
839,married,regularly,yes,,school_bus,> 10
840,married,sometimes,no,3.0,school_bus,5 - 10
841,divorced,sometimes,no,3.0,school_bus,< 5
842,married,regularly,no,1.0,private,5 - 10
843,married,regularly,yes,1.0,school_bus,5 - 10
844,married,sometimes,yes,2.0,school_bus,
845,divorced,sometimes,yes,0.0,private,> 10
846,divorced,never,yes,3.0,school_bus,< 5
847,divorced,regularly,no,5.0,private,5 - 10
848,,regularly,yes,3.0,school_bus,5 - 10
849,single,regularly,yes,3.0,private,< 5
850,married,sometimes,no,3.0,school_bus,< 5
851,single,sometimes,yes,1.0,private,5 - 10
852,married,sometimes,no,3.0,private,5 - 10
853,married,sometimes,yes,2.0,school_bus,5 - 10
854,married,sometimes,yes,0.0,,< 5
855,divorced,sometimes,yes,0.0,private,5 - 10
856,divorced,regularly,yes,4.0,school_bus,5 - 10
857,single,never,yes,2.0,private,< 5
858,married,regularly,yes,0.0,private,< 5
859,single,regularly,,5.0,private,> 10
860,divorced,sometimes,no,1.0,school_bus,5 - 10
861,married,sometimes,no,1.0,private,< 5
862,divorced,sometimes,yes,3.0,private,5 - 10
863,married,regularly,no,1.0,school_bus,5 - 10
864,married,sometimes,yes,3.0,private,5 - 10
865,single,regularly,yes,2.0,school_bus,< 5
866,married,sometimes,yes,2.0,school_bus,> 10
867,married,regularly,no,2.0,private,5 - 10
868,single,regularly,yes,7.0,private,5 - 10
869,married,regularly,yes,1.0,private,< 5
870,married,regularly,yes,0.0,private,5 - 10
871,married,,yes,1.0,school_bus,5 - 10
872,married,regularly,,1.0,private,5 - 10
873,married,regularly,no,1.0,school_bus,< 5
874,single,sometimes,no,1.0,school_bus,5 - 10
875,married,sometimes,yes,0.0,school_bus,5 - 10
876,divorced,regularly,no,2.0,school_bus,5 - 10
877,married,sometimes,yes,0.0,,
878,married,sometimes,yes,1.0,school_bus,> 10
879,married,sometimes,yes,0.0,school_bus,5 - 10
880,,never,yes,2.0,private,< 5
881,married,regularly,yes,2.0,,< 5
882,divorced,regularly,yes,2.0,private,5 - 10
883,divorced,sometimes,yes,5.0,private,< 5
884,married,sometimes,no,2.0,school_bus,> 10
885,divorced,regularly,yes,0.0,private,5 - 10
886,divorced,never,no,1.0,school_bus,5 - 10
887,married,regularly,yes,1.0,private,< 5
888,married,sometimes,yes,1.0,private,5 - 10
889,divorced,regularly,yes,4.0,private,
890,married,never,yes,0.0,school_bus,5 - 10
891,married,regularly,no,1.0,school_bus,5 - 10
892,married,regularly,yes,0.0,private,< 5
893,single,sometimes,no,3.0,school_bus,5 - 10
894,married,sometimes,yes,3.0,private,< 5
895,divorced,regularly,no,1.0,school_bus,5 - 10
896,married,sometimes,yes,3.0,private,< 5
897,married,sometimes,yes,1.0,private,< 5
898,single,regularly,no,1.0,school_bus,< 5
899,,sometimes,yes,3.0,private,> 10
900,married,never,yes,0.0,private,5 - 10
901,single,regularly,yes,3.0,,
902,married,sometimes,yes,1.0,private,5 - 10
903,single,sometimes,no,3.0,private,5 - 10
904,married,sometimes,yes,2.0,private,< 5
905,married,regularly,no,5.0,school_bus,> 10
906,married,regularly,yes,0.0,private,5 - 10
907,divorced,sometimes,yes,4.0,school_bus,
908,divorced,regularly,yes,1.0,school_bus,< 5
909,single,sometimes,,3.0,private,5 - 10
910,single,regularly,no,2.0,school_bus,5 - 10
911,single,regularly,yes,4.0,school_bus,5 - 10
912,single,regularly,no,3.0,school_bus,5 - 10
913,married,never,yes,1.0,school_bus,5 - 10
914,married,sometimes,no,4.0,school_bus,5 - 10
915,single,regularly,yes,,school_bus,5 - 10
916,divorced,regularly,yes,1.0,school_bus,5 - 10
917,married,never,yes,4.0,school_bus,< 5
918,single,regularly,yes,1.0,school_bus,
919,divorced,never,yes,1.0,school_bus,5 - 10
920,widowed,regularly,yes,0.0,school_bus,5 - 10
921,single,regularly,yes,2.0,school_bus,> 10
922,married,regularly,,3.0,school_bus,5 - 10
923,divorced,regularly,yes,3.0,,< 5
924,married,sometimes,no,2.0,school_bus,< 5
925,married,sometimes,yes,1.0,school_bus,< 5
926,married,regularly,yes,5.0,private,< 5
927,married,sometimes,no,3.0,private,5 - 10
928,married,sometimes,yes,1.0,private,5 - 10
929,married,regularly,no,2.0,school_bus,5 - 10
930,married,sometimes,yes,4.0,,< 5
931,married,regularly,yes,1.0,,> 10
932,married,regularly,yes,6.0,school_bus,5 - 10
933,married,regularly,no,1.0,private,< 5
934,,never,yes,,,5 - 10
935,married,regularly,yes,0.0,school_bus,5 - 10
936,single,sometimes,no,5.0,school_bus,5 - 10
937,married,regularly,yes,3.0,school_bus,5 - 10
938,married,regularly,yes,1.0,school_bus,5 - 10
939,married,regularly,no,1.0,school_bus,5 - 10
940,married,sometimes,yes,1.0,school_bus,5 - 10
941,single,sometimes,yes,3.0,school_bus,5 - 10
942,married,regularly,no,7.0,school_bus,> 10
943,married,never,no,2.0,school_bus,5 - 10
944,single,regularly,yes,2.0,school_bus,< 5
945,married,sometimes,no,2.0,school_bus,5 - 10
946,divorced,sometimes,yes,3.0,school_bus,5 - 10
947,married,regularly,yes,1.0,school_bus,> 10
948,divorced,never,yes,0.0,private,5 - 10
949,single,sometimes,yes,1.0,school_bus,< 5
950,,regularly,no,1.0,private,5 - 10
951,single,regularly,no,,private,
952,married,regularly,yes,2.0,private,5 - 10
953,single,regularly,yes,0.0,school_bus,< 5
954,married,,yes,3.0,private,< 5
955,divorced,regularly,no,1.0,private,< 5
956,married,regularly,yes,,private,> 10
957,married,sometimes,no,2.0,school_bus,> 10
958,,regularly,yes,4.0,school_bus,< 5
959,married,never,yes,3.0,school_bus,< 5
960,married,sometimes,yes,2.0,private,5 - 10
961,single,sometimes,yes,1.0,school_bus,< 5
962,divorced,sometimes,yes,0.0,school_bus,< 5
963,single,regularly,no,1.0,private,5 - 10
964,married,sometimes,yes,1.0,school_bus,5 - 10
965,single,regularly,yes,1.0,school_bus,5 - 10
966,married,never,yes,2.0,,> 10
967,married,sometimes,yes,0.0,,> 10
968,single,sometimes,yes,3.0,private,5 - 10
969,single,sometimes,yes,2.0,school_bus,< 5
970,married,sometimes,yes,0.0,school_bus,> 10
971,married,regularly,yes,0.0,private,5 - 10
972,married,sometimes,no,1.0,private,5 - 10
973,married,sometimes,yes,4.0,,< 5
974,single,regularly,yes,0.0,private,5 - 10
975,single,regularly,yes,2.0,school_bus,< 5
976,single,sometimes,no,4.0,school_bus,> 10
977,married,sometimes,no,3.0,private,> 10
978,married,never,yes,2.0,school_bus,> 10
979,married,sometimes,yes,3.0,school_bus,5 - 10
980,married,sometimes,yes,,school_bus,< 5
981,divorced,regularly,yes,1.0,private,5 - 10
982,married,sometimes,no,6.0,school_bus,5 - 10
983,divorced,sometimes,no,3.0,,5 - 10
984,divorced,sometimes,no,3.0,school_bus,< 5
985,single,regularly,yes,4.0,school_bus,5 - 10
986,married,sometimes,yes,3.0,school_bus,5 - 10
987,single,never,yes,3.0,private,> 10
988,divorced,sometimes,yes,4.0,school_bus,5 - 10
989,married,sometimes,yes,0.0,private,5 - 10
990,married,sometimes,yes,0.0,school_bus,> 10
991,,never,yes,3.0,private,5 - 10
992,single,regularly,no,1.0,school_bus,5 - 10
993,married,never,yes,3.0,school_bus,5 - 10
994,married,regularly,yes,0.0,school_bus,> 10
995,married,sometimes,yes,1.0,,5 - 10
996,married,sometimes,yes,6.0,private,5 - 10
997,single,never,no,2.0,private,5 - 10
998,single,never,yes,1.0,private,> 10
999,married,regularly,yes,1.0,private,
1000,divorced,sometimes,yes,1.0,school_bus,> 10
1001,married,regularly,yes,0.0,school_bus,< 5
1002,married,sometimes,no,4.0,,> 10
1003,divorced,sometimes,no,1.0,private,< 5
1004,divorced,regularly,yes,1.0,private,< 5
1005,married,sometimes,no,1.0,school_bus,5 - 10
1006,married,regularly,no,3.0,private,5 - 10
1007,married,sometimes,yes,2.0,school_bus,
1008,single,sometimes,no,2.0,private,> 10
1009,married,regularly,yes,4.0,school_bus,5 - 10
1010,married,sometimes,no,2.0,private,5 - 10
1011,married,regularly,no,2.0,,5 - 10
1012,married,regularly,yes,2.0,school_bus,5 - 10
1013,widowed,regularly,yes,1.0,,> 10
1014,married,sometimes,yes,1.0,,5 - 10
1015,married,sometimes,no,3.0,school_bus,5 - 10
1016,married,regularly,yes,1.0,private,
1017,married,regularly,yes,0.0,school_bus,5 - 10
1018,married,sometimes,yes,0.0,school_bus,< 5
1019,single,regularly,yes,3.0,,< 5
1020,married,sometimes,yes,0.0,private,< 5
1021,married,sometimes,no,1.0,school_bus,> 10
1022,married,sometimes,no,3.0,school_bus,5 - 10
1023,divorced,regularly,yes,0.0,private,5 - 10
1024,married,sometimes,yes,,school_bus,> 10
1025,married,sometimes,yes,2.0,school_bus,< 5
1026,widowed,sometimes,yes,4.0,school_bus,5 - 10
1027,married,sometimes,yes,3.0,school_bus,5 - 10
1028,married,never,yes,2.0,private,< 5
1029,married,never,,2.0,school_bus,> 10
1030,married,regularly,yes,2.0,school_bus,5 - 10
1031,single,regularly,yes,1.0,private,5 - 10
1032,married,regularly,yes,1.0,private,5 - 10
1033,widowed,sometimes,yes,4.0,school_bus,5 - 10
1034,married,never,yes,3.0,,5 - 10
1035,married,sometimes,yes,0.0,private,
1036,married,regularly,yes,1.0,school_bus,> 10
1037,single,sometimes,yes,4.0,school_bus,< 5
1038,single,regularly,yes,0.0,,> 10
1039,married,sometimes,yes,0.0,school_bus,> 10
1040,married,sometimes,yes,0.0,private,5 - 10
1041,single,sometimes,no,2.0,school_bus,5 - 10
1042,married,never,yes,2.0,private,5 - 10
1043,married,sometimes,no,3.0,school_bus,> 10
1044,divorced,sometimes,yes,4.0,private,5 - 10
1045,married,regularly,yes,1.0,private,< 5
1046,married,sometimes,no,1.0,school_bus,> 10
1047,,sometimes,yes,0.0,school_bus,5 - 10
1048,married,sometimes,yes,2.0,school_bus,5 - 10
